stage_rewards = [1, 2, 13]
stage_capacity = [6, 3, 1]
{'players_position': [1, 0, 0, 1, 1, 0], 'players_score': array([2, 1, 1, 2, 2, 1]), 'time_left': 9}, number_of_pushes = 1
{'players_position': [0, 1, 0, 1, 1, 2], 'players_score': array([10, 11, 22, 15, 25, 70]), 'time_left': 2}, number_of_pushes = 23
{'players_position': [1, 0, 1, 0, 2, 1], 'players_score': array([12, 12, 24, 16, 38, 72]), 'time_left': 1}, number_of_pushes = 26
{'players_position': [0, 1, 0, 0, 1, 2], 'players_score': array([13, 14, 25, 17, 40, 85]), 'time_left': 0}, number_of_pushes = 29
{'players_position': [0, 0, 0, 1, 1, 1], 'players_score': array([1, 1, 1, 2, 2, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 0, 1, 1, 2, 0], 'players_score': array([ 2,  2,  3,  4, 15,  3]), 'time_left': 8}, number_of_pushes = 7
{'players_position': [1, 0, 2, 1, 0, 1], 'players_score': array([ 4,  3, 16,  6, 16,  5]), 'time_left': 7}, number_of_pushes = 11
{'players_position': [0, 0, 1, 0, 1, 2], 'players_score': array([ 5,  4, 18,  7, 18, 18]), 'time_left': 6}, number_of_pushes = 14
{'players_position': [0, 0, 2, 1, 1, 1], 'players_score': array([ 6,  5, 31,  9, 20, 20]), 'time_left': 5}, number_of_pushes = 16
{'players_position': [1, 0, 0, 2, 1, 0], 'players_score': array([ 8,  6, 32, 22, 22, 21]), 'time_left': 4}, number_of_pushes = 18
{'players_position': [1, 0, 1, 0, 2, 0], 'players_score': array([10,  7, 34, 23, 35, 22]), 'time_left': 3}, number_of_pushes = 19
{'players_position': [2, 0, 1, 0, 1, 1], 'players_score': array([23,  8, 36, 24, 37, 24]), 'time_left': 2}, number_of_pushes = 21
{'players_position': [0, 0, 0, 1, 0, 2], 'players_score': array([24,  9, 37, 26, 38, 37]), 'time_left': 1}, number_of_pushes = 24
{'players_position': [0, 0, 1, 1, 1, 2], 'players_score': array([25, 10, 39, 28, 40, 50]), 'time_left': 0}, number_of_pushes = 24
{'players_position': [1, 0, 0, 1, 0, 1], 'players_score': array([2, 1, 1, 2, 1, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 0, 1, 0, 1, 2], 'players_score': array([ 3,  2,  3,  3,  3, 15]), 'time_left': 8}, number_of_pushes = 6
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([ 4,  4,  4,  5, 16, 17]), 'time_left': 7}, number_of_pushes = 9
{'players_position': [1, 0, 0, 2, 1, 1], 'players_score': array([ 6,  5,  5, 18, 18, 19]), 'time_left': 6}, number_of_pushes = 13
{'players_position': [2, 0, 0, 1, 1, 1], 'players_score': array([19,  6,  6, 20, 20, 21]), 'time_left': 5}, number_of_pushes = 18
{'players_position': [2, 0, 1, 0, 1, 1], 'players_score': array([32,  7,  8, 21, 22, 23]), 'time_left': 4}, number_of_pushes = 23
{'players_position': [0, 0, 1, 0, 1, 2], 'players_score': array([33,  8, 10, 22, 24, 36]), 'time_left': 3}, number_of_pushes = 28
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([34, 10, 11, 24, 37, 38]), 'time_left': 2}, number_of_pushes = 30
{'players_position': [1, 2, 0, 1, 0, 1], 'players_score': array([36, 23, 12, 26, 38, 40]), 'time_left': 1}, number_of_pushes = 35
{'players_position': [2, 0, 0, 1, 1, 1], 'players_score': array([49, 24, 13, 28, 40, 42]), 'time_left': 0}, number_of_pushes = 40
{'players_position': [0, 0, 0, 1, 1, 1], 'players_score': array([1, 1, 1, 2, 2, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 1, 0, 0, 1, 1], 'players_score': array([2, 3, 2, 3, 4, 4]), 'time_left': 8}, number_of_pushes = 9
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([ 3,  4,  3,  5,  6, 17]), 'time_left': 7}, number_of_pushes = 13
{'players_position': [0, 0, 1, 2, 1, 1], 'players_score': array([ 4,  5,  5, 18,  8, 19]), 'time_left': 6}, number_of_pushes = 17
{'players_position': [1, 0, 2, 0, 1, 1], 'players_score': array([ 6,  6, 18, 19, 10, 21]), 'time_left': 5}, number_of_pushes = 22
{'players_position': [0, 0, 0, 1, 0, 2], 'players_score': array([ 7,  7, 19, 21, 11, 34]), 'time_left': 4}, number_of_pushes = 27
{'players_position': [0, 0, 1, 2, 1, 1], 'players_score': array([ 8,  8, 21, 34, 13, 36]), 'time_left': 3}, number_of_pushes = 30
{'players_position': [0, 1, 2, 0, 1, 1], 'players_score': array([ 9, 10, 34, 35, 15, 38]), 'time_left': 2}, number_of_pushes = 35
{'players_position': [0, 2, 1, 0, 1, 1], 'players_score': array([10, 23, 36, 36, 17, 40]), 'time_left': 1}, number_of_pushes = 40
{'players_position': [0, 0, 0, 1, 0, 2], 'players_score': array([11, 24, 37, 38, 18, 53]), 'time_left': 0}, number_of_pushes = 45
{'players_position': [0, 0, 1, 1, 0, 1], 'players_score': array([1, 1, 2, 2, 1, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 0, 1, 0, 1, 1], 'players_score': array([2, 2, 4, 3, 3, 4]), 'time_left': 8}, number_of_pushes = 9
{'players_position': [1, 0, 2, 1, 1, 0], 'players_score': array([ 4,  3, 17,  5,  5,  5]), 'time_left': 7}, number_of_pushes = 12
{'players_position': [0, 0, 1, 0, 2, 1], 'players_score': array([ 5,  4, 19,  6, 18,  7]), 'time_left': 6}, number_of_pushes = 15
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([ 6,  5, 20,  8, 20, 20]), 'time_left': 5}, number_of_pushes = 18
{'players_position': [0, 0, 1, 2, 1, 1], 'players_score': array([ 7,  6, 22, 21, 22, 22]), 'time_left': 4}, number_of_pushes = 22
{'players_position': [0, 1, 1, 0, 2, 1], 'players_score': array([ 8,  8, 24, 22, 35, 24]), 'time_left': 3}, number_of_pushes = 26
{'players_position': [1, 0, 2, 1, 0, 1], 'players_score': array([10,  9, 37, 24, 36, 26]), 'time_left': 2}, number_of_pushes = 31
{'players_position': [0, 0, 1, 0, 1, 2], 'players_score': array([11, 10, 39, 25, 38, 39]), 'time_left': 1}, number_of_pushes = 34
{'players_position': [0, 1, 0, 0, 2, 1], 'players_score': array([12, 12, 40, 26, 51, 41]), 'time_left': 0}, number_of_pushes = 36
{'players_position': [1, 1, 0, 0, 0, 1], 'players_score': array([2, 2, 1, 1, 1, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 0, 1, 0, 1, 2], 'players_score': array([ 3,  3,  3,  2,  3, 15]), 'time_left': 8}, number_of_pushes = 6
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([ 4,  5,  4,  4, 16, 17]), 'time_left': 7}, number_of_pushes = 8
{'players_position': [0, 0, 1, 0, 1, 2], 'players_score': array([ 5,  6,  6,  5, 18, 30]), 'time_left': 6}, number_of_pushes = 11
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([ 6,  8,  7,  7, 31, 32]), 'time_left': 5}, number_of_pushes = 13
{'players_position': [1, 0, 1, 2, 0, 1], 'players_score': array([ 8,  9,  9, 20, 32, 34]), 'time_left': 4}, number_of_pushes = 16
{'players_position': [0, 1, 0, 1, 0, 2], 'players_score': array([ 9, 11, 10, 22, 33, 47]), 'time_left': 3}, number_of_pushes = 19
{'players_position': [0, 0, 1, 2, 1, 1], 'players_score': array([10, 12, 12, 35, 35, 49]), 'time_left': 2}, number_of_pushes = 21
{'players_position': [0, 0, 1, 0, 0, 2], 'players_score': array([11, 13, 14, 36, 36, 62]), 'time_left': 1}, number_of_pushes = 25
{'players_position': [0, 0, 2, 1, 1, 1], 'players_score': array([12, 14, 27, 38, 38, 64]), 'time_left': 0}, number_of_pushes = 27
{'players_position': [0, 0, 1, 0, 1, 1], 'players_score': array([1, 1, 2, 1, 2, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([ 2,  2,  3,  3,  4, 15]), 'time_left': 8}, number_of_pushes = 8
{'players_position': [1, 0, 0, 2, 1, 1], 'players_score': array([ 4,  3,  4, 16,  6, 17]), 'time_left': 7}, number_of_pushes = 11
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([ 5,  5,  5, 18, 19, 19]), 'time_left': 6}, number_of_pushes = 15
{'players_position': [1, 0, 0, 2, 1, 1], 'players_score': array([ 7,  6,  6, 31, 21, 21]), 'time_left': 5}, number_of_pushes = 19
{'players_position': [0, 1, 0, 0, 1, 2], 'players_score': array([ 8,  8,  7, 32, 23, 34]), 'time_left': 4}, number_of_pushes = 24
{'players_position': [1, 2, 0, 0, 1, 1], 'players_score': array([10, 21,  8, 33, 25, 36]), 'time_left': 3}, number_of_pushes = 28
{'players_position': [0, 0, 1, 1, 2, 1], 'players_score': array([11, 22, 10, 35, 38, 38]), 'time_left': 2}, number_of_pushes = 32
{'players_position': [1, 0, 0, 1, 2, 1], 'players_score': array([13, 23, 11, 37, 51, 40]), 'time_left': 1}, number_of_pushes = 37
{'players_position': [0, 1, 0, 0, 1, 2], 'players_score': array([14, 25, 12, 38, 53, 53]), 'time_left': 0}, number_of_pushes = 42
{'players_position': [0, 0, 1, 0, 1, 1], 'players_score': array([1, 1, 2, 1, 2, 2]), 'time_left': 9}, number_of_pushes = 2
{'players_position': [0, 1, 0, 0, 1, 1], 'players_score': array([2, 3, 3, 2, 4, 4]), 'time_left': 8}, number_of_pushes = 8
{'players_position': [0, 0, 0, 1, 0, 2], 'players_score': array([ 3,  4,  4,  4,  5, 17]), 'time_left': 7}, number_of_pushes = 11
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([ 4,  6,  5, 17,  7, 19]), 'time_left': 6}, number_of_pushes = 14
{'players_position': [0, 0, 1, 0, 1, 2], 'players_score': array([ 5,  7,  7, 18,  9, 32]), 'time_left': 5}, number_of_pushes = 19
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([ 6,  9,  8, 20, 22, 34]), 'time_left': 4}, number_of_pushes = 22
{'players_position': [0, 2, 1, 1, 0, 1], 'players_score': array([ 7, 22, 10, 22, 23, 36]), 'time_left': 3}, number_of_pushes = 27
{'players_position': [1, 0, 0, 2, 1, 1], 'players_score': array([ 9, 23, 11, 35, 25, 38]), 'time_left': 2}, number_of_pushes = 30
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([10, 24, 12, 37, 27, 51]), 'time_left': 1}, number_of_pushes = 34
{'players_position': [0, 0, 1, 1, 1, 2], 'players_score': array([11, 25, 14, 39, 29, 64]), 'time_left': 0}, number_of_pushes = 38
{'players_position': [0, 1, 0, 0, 1, 1], 'players_score': array([1, 2, 1, 1, 2, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 0, 1, 1, 2, 1], 'players_score': array([ 2,  3,  3,  3, 15,  4]), 'time_left': 8}, number_of_pushes = 6
{'players_position': [1, 0, 0, 1, 0, 2], 'players_score': array([ 4,  4,  4,  5, 16, 17]), 'time_left': 7}, number_of_pushes = 11
{'players_position': [0, 1, 1, 2, 0, 1], 'players_score': array([ 5,  6,  6, 18, 17, 19]), 'time_left': 6}, number_of_pushes = 14
{'players_position': [1, 1, 2, 0, 0, 1], 'players_score': array([ 7,  8, 19, 19, 18, 21]), 'time_left': 5}, number_of_pushes = 18
{'players_position': [1, 2, 1, 0, 0, 1], 'players_score': array([ 9, 21, 21, 20, 19, 23]), 'time_left': 4}, number_of_pushes = 22
{'players_position': [0, 1, 2, 1, 0, 1], 'players_score': array([10, 23, 34, 22, 20, 25]), 'time_left': 3}, number_of_pushes = 26
{'players_position': [0, 0, 1, 2, 1, 1], 'players_score': array([11, 24, 36, 35, 22, 27]), 'time_left': 2}, number_of_pushes = 30
{'players_position': [1, 0, 0, 0, 1, 2], 'players_score': array([13, 25, 37, 36, 24, 40]), 'time_left': 1}, number_of_pushes = 35
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([14, 27, 38, 38, 37, 42]), 'time_left': 0}, number_of_pushes = 37
{'players_position': [1, 1, 0, 0, 0, 1], 'players_score': array([2, 2, 1, 1, 1, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 0, 1, 0, 1, 2], 'players_score': array([ 3,  3,  3,  2,  3, 15]), 'time_left': 8}, number_of_pushes = 6
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([ 4,  5,  4,  4, 16, 17]), 'time_left': 7}, number_of_pushes = 9
{'players_position': [1, 0, 1, 0, 2, 1], 'players_score': array([ 6,  6,  6,  5, 29, 19]), 'time_left': 6}, number_of_pushes = 14
{'players_position': [0, 0, 2, 1, 1, 1], 'players_score': array([ 7,  7, 19,  7, 31, 21]), 'time_left': 5}, number_of_pushes = 18
{'players_position': [1, 0, 2, 0, 1, 1], 'players_score': array([ 9,  8, 32,  8, 33, 23]), 'time_left': 4}, number_of_pushes = 23
{'players_position': [0, 0, 1, 1, 2, 1], 'players_score': array([10,  9, 34, 10, 46, 25]), 'time_left': 3}, number_of_pushes = 26
{'players_position': [1, 0, 0, 0, 1, 2], 'players_score': array([12, 10, 35, 11, 48, 38]), 'time_left': 2}, number_of_pushes = 29
{'players_position': [0, 0, 1, 0, 2, 1], 'players_score': array([13, 11, 37, 12, 61, 40]), 'time_left': 1}, number_of_pushes = 31
{'players_position': [0, 1, 0, 0, 1, 2], 'players_score': array([14, 13, 38, 13, 63, 53]), 'time_left': 0}, number_of_pushes = 34
{'players_position': [0, 0, 1, 0, 1, 1], 'players_score': array([1, 1, 2, 1, 2, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 1, 0, 1, 2, 0], 'players_score': array([ 2,  3,  3,  3, 15,  3]), 'time_left': 8}, number_of_pushes = 7
{'players_position': [1, 0, 1, 2, 0, 1], 'players_score': array([ 4,  4,  5, 16, 16,  5]), 'time_left': 7}, number_of_pushes = 9
{'players_position': [0, 1, 2, 1, 0, 1], 'players_score': array([ 5,  6, 18, 18, 17,  7]), 'time_left': 6}, number_of_pushes = 13
{'players_position': [1, 0, 0, 2, 1, 1], 'players_score': array([ 7,  7, 19, 31, 19,  9]), 'time_left': 5}, number_of_pushes = 17
{'players_position': [0, 0, 1, 1, 2, 1], 'players_score': array([ 8,  8, 21, 33, 32, 11]), 'time_left': 4}, number_of_pushes = 21
{'players_position': [0, 0, 1, 0, 1, 2], 'players_score': array([ 9,  9, 23, 34, 34, 24]), 'time_left': 3}, number_of_pushes = 26
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([10, 11, 24, 36, 47, 26]), 'time_left': 2}, number_of_pushes = 29
{'players_position': [1, 0, 0, 2, 1, 1], 'players_score': array([12, 12, 25, 49, 49, 28]), 'time_left': 1}, number_of_pushes = 33
{'players_position': [2, 1, 0, 1, 0, 1], 'players_score': array([25, 14, 26, 51, 50, 30]), 'time_left': 0}, number_of_pushes = 38
{'players_position': [0, 0, 0, 1, 1, 1], 'players_score': array([1, 1, 1, 2, 2, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 0, 0, 1, 1, 1], 'players_score': array([2, 2, 2, 4, 4, 4]), 'time_left': 8}, number_of_pushes = 9
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([ 3,  4,  3, 17,  6,  6]), 'time_left': 7}, number_of_pushes = 13
{'players_position': [1, 0, 1, 0, 2, 1], 'players_score': array([ 5,  5,  5, 18, 19,  8]), 'time_left': 6}, number_of_pushes = 16
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([ 6,  6,  6, 20, 21, 21]), 'time_left': 5}, number_of_pushes = 20
{'players_position': [1, 0, 0, 2, 1, 1], 'players_score': array([ 8,  7,  7, 33, 23, 23]), 'time_left': 4}, number_of_pushes = 24
{'players_position': [2, 0, 0, 1, 1, 1], 'players_score': array([21,  8,  8, 35, 25, 25]), 'time_left': 3}, number_of_pushes = 29
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([22, 10,  9, 48, 27, 27]), 'time_left': 2}, number_of_pushes = 33
{'players_position': [1, 2, 0, 1, 0, 1], 'players_score': array([24, 23, 10, 50, 28, 29]), 'time_left': 1}, number_of_pushes = 38
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([25, 25, 11, 63, 30, 31]), 'time_left': 0}, number_of_pushes = 42
{'players_position': [1, 0, 0, 0, 1, 1], 'players_score': array([2, 1, 1, 1, 2, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [2, 0, 0, 1, 1, 1], 'players_score': array([15,  2,  2,  3,  4,  4]), 'time_left': 8}, number_of_pushes = 7
{'players_position': [0, 1, 0, 1, 2, 1], 'players_score': array([16,  4,  3,  5, 17,  6]), 'time_left': 7}, number_of_pushes = 11
{'players_position': [0, 0, 1, 2, 1, 1], 'players_score': array([17,  5,  5, 18, 19,  8]), 'time_left': 6}, number_of_pushes = 15
{'players_position': [0, 1, 2, 1, 0, 1], 'players_score': array([18,  7, 18, 20, 20, 10]), 'time_left': 5}, number_of_pushes = 20
{'players_position': [0, 2, 0, 1, 1, 1], 'players_score': array([19, 20, 19, 22, 22, 12]), 'time_left': 4}, number_of_pushes = 25
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([20, 21, 20, 24, 24, 25]), 'time_left': 3}, number_of_pushes = 30
{'players_position': [0, 0, 1, 1, 1, 2], 'players_score': array([21, 22, 22, 26, 26, 38]), 'time_left': 2}, number_of_pushes = 34
{'players_position': [0, 1, 1, 2, 0, 1], 'players_score': array([22, 24, 24, 39, 27, 40]), 'time_left': 1}, number_of_pushes = 39
{'players_position': [1, 0, 2, 1, 0, 1], 'players_score': array([24, 25, 37, 41, 28, 42]), 'time_left': 0}, number_of_pushes = 43
{'players_position': [0, 1, 0, 0, 1, 1], 'players_score': array([1, 2, 1, 1, 2, 2]), 'time_left': 9}, number_of_pushes = 3
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([ 2,  3,  2,  3,  4, 15]), 'time_left': 8}, number_of_pushes = 7
{'players_position': [0, 0, 1, 0, 2, 1], 'players_score': array([ 3,  4,  4,  4, 17, 17]), 'time_left': 7}, number_of_pushes = 11
{'players_position': [0, 0, 1, 1, 0, 2], 'players_score': array([ 4,  5,  6,  6, 18, 30]), 'time_left': 6}, number_of_pushes = 15
{'players_position': [0, 1, 0, 2, 1, 1], 'players_score': array([ 5,  7,  7, 19, 20, 32]), 'time_left': 5}, number_of_pushes = 18
{'players_position': [0, 0, 0, 1, 1, 2], 'players_score': array([ 6,  8,  8, 21, 22, 45]), 'time_left': 4}, number_of_pushes = 23
{'players_position': [1, 1, 0, 0, 1, 2], 'players_score': array([ 8, 10,  9, 22, 24, 58]), 'time_left': 3}, number_of_pushes = 27
{'players_position': [0, 0, 1, 1, 2, 1], 'players_score': array([ 9, 11, 11, 24, 37, 60]), 'time_left': 2}, number_of_pushes = 30
{'players_position': [0, 1, 2, 0, 1, 1], 'players_score': array([10, 13, 24, 25, 39, 62]), 'time_left': 1}, number_of_pushes = 35
{'players_position': [1, 1, 2, 0, 0, 1], 'players_score': array([12, 15, 37, 26, 40, 64]), 'time_left': 0}, number_of_pushes = 40
{'players_position': [0, 0, 1, 0, 1, 1], 'players_score': array([1, 1, 2, 1, 2, 2]), 'time_left': 9}, number_of_pushes = 2
{'players_position': [0, 0, 1, 1, 0, 1], 'players_score': array([2, 2, 4, 3, 3, 4]), 'time_left': 8}, number_of_pushes = 8
